120;cirros;True;True;False;156;128;181;False;Unknown problem in debloating container!;18;36;73.14671277999878;{'CCPP'};24
121;convertigo;True;True;False;177;141;194;False;Unknown problem in debloating container!;0;0;71.55601859092712;{'Java', 'CCPP'};16
122;geonetwork;True;True;False;142;106;159;True;;0;0;88.15585470199585;{'Java', 'CCPP'};16
123;haskell;True;True;False;165;129;182;True;;2;0;97.63112115859985;{'CCPP'};16
124;fsharp;True;True;False;144;109;162;False;Unknown problem in debloating container!;2;4;89.1305992603302;{'CCPP'};17
125;hylang;True;True;False;132;97;150;True;;0;0;77.36283326148987;{'CCPP', 'Python'};17
126;eggdrop;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;28.717751502990723;set();52
127;rapidoid;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;28.029680967330933;set();52
128;spiped;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;28.415404796600342;set();52
129;hello-seattle;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;27.106621980667114;set();52
130;bonita;True;True;False;171;135;188;False;Unknown problem in debloating container!;1;4;74.35654258728027;{'Java', 'CCPP'};16
131;celery;True;True;False;135;100;153;True;;115;3;80.14887428283691;{'CCPP', 'Python'};17
132;glassfish;True;True;False;156;120;173;False;Unknown problem in debloating container!;0;3;109.43659734725952;{'Java', 'CCPP'};16
133;lightstreamer;True;True;False;153;117;170;True;;0;0;86.89468097686768;{'Java', 'CCPP'};16
134;thrift;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;28.90644598007202;set();52
135;swipl;True;True;False;184;148;201;True;;0;0;78.59693264961243;{'CCPP'};16
136;rakudo-star;True;True;False;171;135;188;True;;0;0;84.37510299682617;{'CCPP'};16
137;hola-mundo;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;27.051201820373535;set();52
138;filebeat;True;True;False;175;139;192;True;;0;4;65.48655104637146;{'CCPP', 'Go'};16
139;ubuntu-upstart;True;True;False;146;114;167;False;Unknown problem in debloating container!;0;0;133.4235486984253;{'CCPP'};20
140;silverpeas;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;61.20289874076843;set();52
141;amazoncorretto;True;True;False;199;163;216;True;;0;0;103.6566514968872;{'CCPP'};16
142;mageia;True;True;False;193;156;209;True;;1;4;75.38605833053589;{'CCPP'};15
143;crux;True;True;False;187;150;203;True;;0;0;64.69643998146057;{'CCPP'};15
144;fluentd;True;True;False;146;116;169;False;Unknown problem in debloating container!;0;0;63.69976210594177;{'CCPP'};22
145;sourcemage;True;True;False;190;153;206;True;;0;0;65.68383383750916;{'CCPP'};15
146;sematext-agent-monitoring-and-logging;True;True;False;211;174;227;False;Unknown problem in debloating container!;0;0;70.02952718734741;{'CCPP', 'Go'};15
147;sl;True;True;False;194;158;211;True;;0;4;72.69786357879639;{'CCPP'};16
148;clearlinux;True;True;False;207;170;223;True;;0;0;71.99530100822449;{'CCPP'};15
149;hipache;True;True;False;159;123;176;False;Unknown problem in debloating container!;1;17;126.37173867225647;{'CCPP', 'Python'};16
150;express-gateway;True;True;False;146;116;169;False;Unknown problem in debloating container!;3;32;102.99321842193604;{'CCPP'};22
151;clefos;False;False;False;0;0;53;False;;0;0;0.5209453105926514;set();52
152;scratch;False;False;False;0;0;53;False;;0;0;0.21916651725769043;set();52
153;euleros;True;True;False;197;161;214;True;;0;0;65.36731195449829;{'CCPP'};16
154;postfixadmin;True;True;False;135;99;152;True;;2;4;102.03139042854309;{'CCPP'};16
155;metricbeat;True;True;False;182;147;200;True;;0;4;65.11355996131897;{'CCPP', 'Go'};17
156;alt;True;True;False;114;82;135;False;Unknown problem in debloating container!;0;0;65.7481336593628;{'CCPP'};20
157;appdynamics;False;False;False;0;0;53;False;;0;0;0.4577338695526123;set();52
158;datadog-agent;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;26.5048725605011;set();52
159;adoptopenjdk;True;True;False;155;119;172;True;;0;0;78.66336560249329;{'Java', 'CCPP'};16
160;neuvector;False;False;False;0;0;53;False;;0;0;0.4644486904144287;set();52
161;aporeto-enforcer;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;26.51720142364502;set();52
162;weave-cloud-agent;False;False;False;0;0;53;False;;0;0;0.4899766445159912;set();52
163;apm-server;True;True;False;179;144;197;True;;0;4;65.29595637321472;{'CCPP', 'Go'};17
164;skopos;True;True;False;192;156;209;False;Unknown problem in debloating container!;1;4;71.76426386833191;{'CCPP', 'Go'};16
165;coscale-agent;False;False;False;0;0;53;False;;0;0;0.46160125732421875;set();52
166;traefikee;True;False;False;0;0;53;False;Container got killed after running in attached mode as well!;0;0;26.448967933654785;set();52
